,OSOURCE,STATE,ZIP,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2,RFA_2R,GEOCODE2,DOMAIN_A,DOMAIN_B
71633,DCD,CA,92037,13,H,M,2,12,,L2G,L,A,S,1
71634,HCC,OTHER,96822,1,H,F,3,,,L1F,L,B,U,1
71635,MB1,OTHER,80127,12,H,F,3,,Y,L1G,L,B,S,1
71636,HFS,MO,63122,16,H,M,3,,,L3E,L,A,S,2
71637,SYN,OTHER,35083,51,H,M,3,,,L1F,L,C,R,3
71638,FCR,WI,53402,14,H,F,3,,,L1F,L,B,S,1
71639,ESN,NC,27604,12,U,M,2,,,L1G,L,B,S,1
71640,AGR,GA,30319,35,U,F,2,,,L2G,L,A,T,1
71641,L06,CA,90064,13,H,F,3,,,L4F,L,A,S,1
71642,IMP,GA,31210,35,U,M,1,,,L1F,L,B,T,1
71643,BHG,OTHER,74136,24,H,M,3,,,L2F,L,B,C,1
71644,RMG,TX,75238,2,H,M,3,,,L2F,L,A,U,1
71645,PV3,CA,92049,18,H,M,2,,,L1F,L,A,S,2
71646,MBC,OTHER,52761,35,U,M,3,,,L1F,L,D,T,1
71647,SYN,OTHER,96825,11,H,F,2,,,L1F,L,B,S,1
71648,MAT,IN,46143,26,U,M,3,,,L2F,L,B,C,2
71649,L04,OTHER,38118,16,H,F,3,,,L3E,L,B,S,2
71650,LIS,OTHER,85259,35,H,M,3,,Y,L2F,L,A,T,1
71651,APP,MI,48362,40,H,M,3,,,L1F,L,A,T,2
71652,IMP,OTHER,74467,26,U,F,3,,,L2E,L,B,C,2
71653,SPN,TX,78412,17,U,F,2,,,L4D,L,B,S,2
71654,AGS,OTHER,52738,43,U,,3,,,L3E,L,D,R,2
71655,SYN,WA,98117,2,H,U,2,,,L2F,L,A,U,1
71656,DNA,FL,34287,37,U,M,3,,,L1F,L,B,T,2
71657,COS,OTHER,66039,53,U,F,3,12,,L2E,L,D,R,3
71658,DNA,CA,90041,8,H,F,2,,,L1F,L,A,U,3
71659,ASP,IL,60304,2,H,F,3,12,,L1F,L,A,U,1
71660,MON,OTHER,38114,12,H,F,3,,,L1F,L,B,S,1
71661,HCC,IN,47885,36,U,F,3,,,L1F,L,C,T,2
71662,L01,FL,33870,33,U,M,3,,,L1F,L,C,C,3
71663,AHC,OTHER,37129,26,U,F,3,,,L4G,L,B,C,2
71664,DCD,OTHER,40214,21,H,F,3,,,L1F,L,B,S,3
71665,EAS,OTHER,67114,36,U,F,3,,,L1G,L,B,T,2
71666,WIG,OTHER,80501,24,H,F,3,,,L4D,L,B,C,1
71667,BRY,IL,62910,51,U,F,2,,,L1F,L,D,R,3
71668,MER,OTHER,52405,20,H,M,3,,,L3E,L,C,S,2
71669,BHG,FL,34997,37,H,F,3,,,L1E,L,B,T,2
71670,LIS,IL,60656,2,H,M,3,,,L1E,L,A,U,1
71671,STY,CA,90001,10,H,F,2,,,L3E,L,A,U,4
71672,FIG,OTHER,38583,43,U,F,2,,Y,L4D,L,D,R,2
71673,AML,TX,75087-,8,U,M,3,,,L1F,L,A,U,3
71674,IMP,OTHER,99516-,24,H,M,3,,,L4E,L,C,C,1
71675,HHH,OTHER,52777,49,U,U,2,,,L3E,L,D,R,2
71676,SYN,TX,77505,12,U,,3,,,L3G,L,A,S,1
71677,HCC,CA,91350,40,U,M,1,12,,L2E,L,A,R,2
71678,RPH,IN,47512,51,U,M,3,,,L2F,L,D,R,3
71679,MAT,FL,33184,19,U,M,3,,,L1E,L,A,S,2
71680,FRC,OTHER,83201,24,U,F,3,,,L1F,L,C,C,1
71681,SPN,IN,47714,30,H,M,2,,,L2E,L,B,C,3
71682,SYN,FL,32962,26,H,F,3,,,L3E,L,C,C,2
71683,ARG,FL,32308,24,U,,3,,,L1F,L,B,C,1
71684,FIV,IL,60441,35,U,F,1,,,L2G,L,A,T,1
71685,USB,IL,61109,18,H,F,2,,,L1F,L,B,S,2
71686,MBC,WA,98541,46,H,M,3,,,L4D,L,D,R,2
71687,MLK,OTHER,38862,51,U,F,2,,,L2E,L,C,R,3
71688,ARG,CA,93109,2,H,F,2,,,L1G,L,B,U,1
71689,SYN,CA,90631,13,H,M,2,,,L2G,L,A,S,1
71690,ENQ,WI,54301,31,U,M,3,,,L3F,L,C,C,3
71691,DNB,OTHER,74136-,15,U,F,3,,,L2F,L,B,S,1
71692,OMH,CA,95667,40,U,F,2,,,L4G,L,B,T,2
71693,HAM,FL,32708-,39,H,M,3,,,L2F,L,B,T,2
71694,MAT,CA,91789,12,U,F,3,,,L1G,L,A,S,1
71695,DRK,OTHER,68114,40,U,F,1,12,,L1E,L,B,R,2
71696,SGI,WA,98855,51,H,M,3,,,L1F,L,D,R,3
71697,CRG,OTHER,29303,36,H,F,3,,,L1F,L,B,T,2
71698,SYN,CA,92260,38,H,F,1,,,L1F,L,A,T,2
71699,DCD,WA,98902,30,H,M,2,,,L2F,L,C,C,3
71700,L21,FL,33803,33,H,M,3,,,L1F,L,B,C,3
71701,L25,GA,31620,46,H,F,3,,,L1F,L,D,R,2
71702,CSM,IL,60504,12,H,F,3,,,L1F,L,A,S,1
71703,,OTHER,80232,12,U,F,2,,,L1F,L,B,S,1
71704,L04,CA,96080,44,H,F,1,,Y,L2F,L,D,R,2
71705,WRG,FL,32776,46,H,F,2,,,L3E,L,C,R,2
71706,MCC,OTHER,84040,13,H,M,2,,,L2G,L,B,S,1
71707,EPL,NC,28115,34,H,F,3,,Y,L3F,L,C,T,1
71708,NWN,OTHER,81001,20,U,F,3,,,L1F,L,C,S,2
71709,DUR,OTHER,88012,40,U,,3,,,L1F,L,C,R,2
71710,FOR,OTHER,74426,45,U,M,3,,,L2F,L,D,R,2
71711,DTM,IL,60015,14,H,M,1,,,L2F,L,A,S,1
71712,DRK,MO,64843-,51,U,F,3,,,L2E,L,D,R,3
71713,PBL,IL,60641,7,U,F,3,,,L2G,L,A,U,2
71714,AGR,FL,32208,27,H,F,3,,,L1F,L,B,C,2
71715,DRK,CA,92404,8,U,F,3,0,,L3E,L,A,U,3
71716,PV3,CA,93455,40,H,F,3,,,L1F,L,B,T,2
71717,DNA,OTHER,87106,38,H,F,3,,,L4D,L,B,T,2
71718,COW,WI,54202,46,H,M,2,,,L1F,L,D,R,2
71719,GRI,WI,53218-,9,U,M,2,,,L1F,L,B,U,3
71720,SYN,FL,33511,27,H,F,3,,,L2F,L,A,C,2
71721,NTW,CA,95919,46,U,F,3,,,L1E,L,C,R,2
71722,IMP,MO,65802,36,H,F,2,,,L2G,L,B,T,2
71723,APP,WA,98011,20,U,F,3,12,,L1G,L,A,S,2
71724,IMP,OTHER,58223,45,H,F,2,,Y,L3G,L,D,R,2
71725,DNA,OTHER,86405,38,H,M,3,,,L4E,L,C,T,2
71726,DNA,OTHER,66062,17,H,F,3,,,L1F,L,B,S,2
71727,WKB,CA,91702,19,H,F,3,,Y,L1F,L,A,S,2
71728,SYN,WA,98908,27,H,F,3,,,L2E,L,C,C,2
71729,GRI,OTHER,56636,43,H,M,3,,,L1G,L,D,R,2
71730,IMP,CA,95696,27,H,F,3,,Y,L3F,L,A,C,2
71731,FRC,TX,78616-,49,U,F,3,,,L4F,L,D,R,2
71732,GPS,OTHER,87410,49,U,M,3,,,L2G,L,C,R,2
71733,L02,CA,95688,30,U,F,3,,Y,L4E,L,A,C,3
71734,MBT,CA,92336,30,U,F,2,,,L4E,L,A,C,3
71735,HCC,OTHER,56219,53,H,F,2,,,L1F,L,D,R,3
71736,SPG,OTHER,84074,39,U,F,1,,,L2G,L,D,T,2
71737,ADM,MI,48214,4,U,F,3,12,,L1G,L,A,U,2
71738,HHH,OTHER,89015,41,U,M,2,,,L4D,L,B,T,3
71739,CWR,CA,90024,3,U,F,1,,,L1F,L,A,U,1
71740,TOG,FL,34655,28,H,F,2,,,L1G,L,A,C,2
71741,LIF,MI,48180,21,U,F,2,,,L3E,L,A,S,3
71742,HOS,NC,28540,27,U,F,3,,,L4D,L,C,C,2
71743,HHH,CA,90068,9,U,F,3,,,L3E,L,A,U,3
71744,AGS,OTHER,40146,51,U,M,2,,,L1F,L,D,R,3
71745,ALF,WI,54669,41,U,M,3,,,L1G,L,C,T,3
71746,USB,WA,98116,20,U,M,3,,,L1G,L,A,S,2
71747,CNT,WI,54901,20,U,F,3,,,L1F,L,B,S,2
71748,STA,IL,62012,51,U,F,3,,,L4D,L,D,R,3
71749,CFI,OTHER,89403,44,H,F,2,,,L3E,L,D,R,2
71750,BRY,OTHER,42445-,36,H,F,3,12,,L2F,L,D,T,2
71751,IMP,TX,75062,9,U,,3,,,L3D,L,A,U,3
71752,IMP,IL,61443,41,H,M,3,,,L1F,L,B,T,3
71753,SYN,FL,32779,14,U,F,3,,,L4D,L,B,S,1
71754,CRG,IN,46158,43,U,F,2,,,L2G,L,B,R,2
71755,UCA,CA,91732,21,U,,3,,,L1F,L,A,S,3
71756,NWN,MI,48044,21,U,F,2,,,L4D,L,A,S,3
71757,MBC,OTHER,81221-,42,U,F,2,,,L2G,L,D,R,1
71758,IMP,CA,92067,12,U,F,3,,,L3F,L,A,S,1
71759,VIG,FL,32258,35,U,F,2,12,,L2F,L,B,T,1
71760,PME,CA,94521,14,U,M,1,,,L1F,L,A,S,1
71761,WKB,OTHER,52501,38,H,F,3,,Y,L2G,L,D,T,2
71762,MTR,WA,98584,36,H,M,3,,,L1F,L,D,T,2
71763,LEO,NC,27704,32,H,M,3,,,L3F,L,B,C,3
71764,HOW,TX,77356,46,H,M,3,,,L1G,L,A,R,2
71765,MBC,IN,47274-,41,H,F,3,,,L1F,L,D,T,3
71766,DBL,FL,32433-,45,U,M,2,12,,L2G,L,D,R,2
71767,GRI,TX,79936,12,U,F,2,,,L4F,L,B,S,1
71768,AML,OTHER,97504,27,U,M,1,,,L1F,L,C,C,2
71769,AMB,WI,53575,40,H,F,3,,,L1F,L,B,T,2
71770,AGR,WI,53186,28,U,F,3,,,L4D,L,B,C,2
71771,SYN,MO,64133,17,H,F,3,,Y,L1G,L,B,S,2
71772,PBK,IL,61103,30,H,F,2,,,L2F,L,B,C,3
71773,AML,IN,46240,13,U,,3,,,L2F,L,B,S,1
71774,IMA,CA,90048,3,U,F,3,,,L4E,L,A,U,1
71775,DNA,OTHER,67214,32,H,F,3,,,L1G,L,B,C,3
71776,SYN,IL,61928,49,U,F,2,,,L1G,L,D,R,2
71777,CNT,IN,47031,43,H,F,3,,Y,L3E,L,D,R,2
71778,GLP,WA,98109,1,U,F,2,,,L1F,L,A,U,1
71779,HAN,CA,95035,12,H,M,3,,,L1F,L,A,S,1
71780,AQU,CA,94521,11,H,M,3,,,L1F,L,A,S,1
71781,SGI,TX,77957,45,U,F,2,,,L1F,L,D,R,2
71782,SGI,CA,94549,14,U,,3,,,L2F,L,A,S,1
71783,LEO,NC,27834,32,U,,3,,,L1F,L,C,C,3
71784,SPN,CA,91765,14,H,F,1,,Y,L4D,L,A,S,1
71785,LHJ,OTHER,42038,45,U,F,2,,,L2G,L,D,R,2
71786,STR,MI,48336,11,U,F,3,,,L1F,L,A,S,1
71787,SPT,OTHER,58553,51,H,M,3,,,L1F,L,C,R,3
71788,,IL,60302,1,U,F,3,12,,L4D,L,A,U,1
71789,MBC,OTHER,29650,24,H,F,3,,,L3E,L,B,C,1
71790,WIG,FL,33702,20,U,F,3,,,L4E,L,A,S,2
71791,OMH,WI,53012,38,U,M,2,,,L1F,L,B,T,2
71792,GPS,GA,31746,47,U,,3,,,L1F,L,D,R,2
71793,YKD,MI,48419,48,H,M,3,,,L1G,L,D,R,2
71794,MCC,OTHER,56308,27,H,F,3,,,L2F,L,D,C,2
71795,FRC,NC,28711,36,H,F,2,,,L2G,L,C,T,2
71796,PV3,WA,98006,14,U,M,3,12,,L2E,L,A,S,1
71797,CSM,OTHER,66539,44,U,M,3,,,L2F,L,C,R,2
71798,ANT,OTHER,68131,10,H,F,2,,,L1F,L,B,U,4
71799,IMP,MI,48433,35,U,M,1,,,L1F,L,B,T,1
71800,MBC,TX,76626,45,H,M,2,,,L4D,L,D,R,2
71801,PV3,IN,46031-,44,H,F,3,,Y,L2F,L,B,R,2
71802,SYN,FL,33324,20,U,F,3,,,L4D,L,A,S,2
71803,L01,FL,33755,9,U,F,3,,,L2F,L,A,U,3
71804,DCD,MO,65251,40,H,F,3,,,L3F,L,D,T,2
71805,DRK,OTHER,74361,38,U,F,3,,,L4G,L,D,T,2
71806,APP,IL,60115,38,H,F,3,,,L4D,L,C,T,2
71807,NCD,NC,28645,43,U,U,3,,,L1F,L,C,R,2
71808,ESN,NC,28472,47,U,M,2,,,L1F,L,D,R,2
71809,MCC,OTHER,85022,18,H,F,2,,,L3F,L,A,S,2
71810,LRD,MI,48204,5,U,F,3,,,L1G,L,A,U,2
71811,PV3,NC,28443,24,H,M,1,,,L1F,L,D,C,1
71812,MCC,OTHER,51018,45,H,M,3,,Y,L1F,L,C,R,2
71813,BHG,TX,77536,18,H,F,3,,,L2E,L,A,S,2
71814,CNT,OTHER,51638,49,U,F,2,,,L3E,L,D,R,2
71815,MBB,OTHER,67646,53,U,F,3,,,L4D,L,D,R,3
71816,,WA,98277-,40,H,M,2,0,Y,L1G,L,C,R,2
71817,AML,TX,75056,40,H,M,3,,Y,L3F,L,A,T,2
71818,AGR,CA,94403,3,U,F,2,,,L1F,L,A,U,1
71819,ENQ,IL,61401,41,U,F,3,,,L1E,L,C,T,3
71820,ASC,CA,95051,3,H,M,3,,Y,L1F,L,A,U,1
71821,NWF,MO,64083,37,U,F,3,,,L2G,L,B,T,2
71822,BOA,OTHER,83537,49,U,M,2,,,L1F,L,D,R,2
71823,ASC,OTHER,84106,7,H,M,3,,Y,L1F,L,B,U,2
71824,SSZ,MI,49546,13,H,F,3,,,L2F,L,B,S,1
71825,SYN,TX,76051,15,U,F,3,,,L1F,L,A,S,1
71826,ESN,WA,98026,18,H,M,3,,,L1F,L,A,S,2
71827,TYL,CA,95242,24,U,F,3,,,L4F,L,B,C,1
71828,BHG,GA,30228,40,H,M,1,,,L1G,L,A,T,2
71829,HCC,CA,94550,27,U,M,3,,,L1G,L,A,C,2
71830,HHH,OTHER,70570,36,H,M,2,,,L1F,L,C,T,2
71831,CRG,OTHER,85234,13,U,F,3,,,L2F,L,A,S,1
71832,MBC,FL,32009,49,U,F,3,,,L1F,L,B,R,2
71833,NAS,CA,94801,21,H,F,2,,,L3F,L,A,S,3
71834,DTM,OTHER,37763,36,H,U,2,,,L4G,L,D,T,2
71835,GPS,IN,46203,30,H,F,3,,Y,L3E,L,B,C,3
71836,AGR,OTHER,29229,35,U,M,3,,,L1F,L,B,T,1
71837,EPL,OTHER,38732,38,H,F,3,,,L2F,L,D,T,2
71838,BOA,WI,54880,30,U,M,2,,Y,L2F,L,B,C,3
71839,FRC,MO,65613,53,H,M,3,,,L3F,L,D,R,3
71840,ESN,OTHER,97439,37,H,F,3,,,L1F,L,B,T,2
71841,BRY,FL,33314,17,U,F,2,,,L3F,L,A,S,2
71842,IMP,WI,53130,12,H,M,1,,Y,L1F,L,B,S,1
71843,MIL,WA,98277,40,U,M,3,,,L2F,L,C,T,2
71844,HHL,GA,30529,45,H,M,3,,,L2F,L,C,R,2
71845,MCC,OTHER,51334,45,H,F,3,12,,L1F,L,D,R,2
71846,AML,CA,93422,42,H,M,3,,,L1F,L,C,R,1
71847,TRN,OTHER,97305,16,H,F,2,,,L4E,L,B,S,2
71848,AGR,OTHER,85374-,18,U,M,1,,,L1F,L,A,S,2
71849,DNA,OTHER,84121,12,U,M,3,,,L1F,L,B,S,1
71850,DNA,OTHER,80104,13,H,M,2,,,L2G,L,B,S,1
71851,IMP,WI,53215,9,U,M,1,,,L3E,L,B,U,3
71852,IMP,TX,78732,34,H,M,3,,,L2E,L,B,T,1
71853,ATS,WA,99207,31,U,F,3,,,L1F,L,B,C,3
71854,OMH,MI,49930,36,U,M,3,,,L3E,L,D,T,2
71855,UCA,TX,78624,48,U,M,3,,,L4E,L,D,R,2
71856,DCD,OTHER,96326,10,U,J,3,,,L2F,L,A,U,4
71857,ASP,OTHER,84662,49,U,M,3,,,L2G,L,D,R,2
71858,TLB,FL,32210,13,H,M,3,,,L1F,L,B,S,1
71859,IMA,CA,95453,38,H,F,2,,,L2E,L,C,T,2
71860,DUR,WI,53092-,23,U,F,3,,,L3G,L,B,C,1
71861,PBL,MI,49757,43,U,F,3,12,,L1G,L,D,R,2
71862,L21,OTHER,37660,41,H,F,3,,Y,L3E,L,B,T,3
71863,HFS,GA,31078,50,U,F,3,,,L1F,L,D,R,3
71864,DRK,CA,92646,2,U,F,1,,,L4D,L,A,U,1
71865,L01,CA,95135,13,H,M,3,,Y,L1F,L,A,S,1
71866,IMP,CA,93423-,35,H,M,3,,Y,L3G,L,C,T,1
71867,COW,OTHER,57770,43,U,U,2,,,L1G,L,D,R,2
71868,DCD,OTHER,91124,24,U,F,3,,,L1G,L,A,C,1
71869,WKB,OTHER,55719,49,H,F,3,12,,L1F,L,B,R,2
71870,CWR,OTHER,67005,41,H,F,3,,,L3E,L,D,T,3
71871,USN,OTHER,29626,46,H,M,3,,,L3G,L,C,R,2
71872,PBL,OTHER,85254,14,U,F,3,,,L2E,L,A,S,1
71873,HCC,TX,76112,16,H,F,2,,,L1F,L,A,S,2
71874,MBC,IL,60046,35,H,F,3,,,L1F,L,A,T,1
71875,STL,OTHER,59911,49,U,F,3,,,L1F,L,C,R,2
71876,GRI,NC,28278,34,H,F,2,,,L1F,L,B,T,1
71877,STL,FL,34684,29,H,F,2,12,,L1F,L,A,C,2
71878,CNT,OTHER,56714,43,U,M,2,,,L3E,L,D,R,2
71879,BOA,FL,33021,13,H,F,1,,,L1F,L,A,S,1
71880,CAW,FL,32926,33,H,F,2,12,,L3F,L,B,C,3
71881,SGI,GA,30720,40,H,F,3,,,L2F,L,C,T,2
71882,CWR,NC,27514,22,U,M,2,,,L1F,L,B,C,1
71883,MBC,MI,49508-,10,H,M,3,,,L1E,L,B,U,4
71884,COS,MO,65542,51,U,M,3,,,L2E,L,D,R,3
71885,SYN,OTHER,52804,18,H,M,3,,,L4D,L,B,S,2
71886,FOR,GA,31601,51,U,F,3,,,L3D,L,C,R,3
71887,MBC,GA,30025,44,H,F,3,,,L1G,L,A,R,2
71888,PV3,FL,32801,40,H,F,1,,,L1F,L,B,R,2
71889,BRY,MI,48322,21,U,M,3,,,L1F,L,A,S,3
71890,DON,OTHER,55412,18,H,F,2,,Y,L2F,L,A,S,2
71891,CHT,OTHER,87062,43,U,F,3,,,L4D,L,D,R,2
71892,ENQ,IN,47283,43,U,F,3,,Y,L3D,L,D,R,2
71893,D02,OTHER,55080,38,U,F,1,,,L1E,L,A,T,2
71894,PV3,MI,48451,44,H,F,3,,,L1F,L,B,R,2
71895,LPN,CA,94550,34,H,M,1,,,L1F,L,A,T,1
71896,ASC,FL,33463,33,H,M,3,2,,L2G,L,B,C,3
71897,COS,OTHER,87532,39,U,M,3,,,L4F,L,D,T,2
71898,DUR,IL,62708,31,H,F,2,,,L2E,L,C,C,3
71899,MCC,GA,30705,43,U,F,3,,,L1E,L,D,R,2
71900,MBC,WI,53037,46,U,F,3,,,L2E,L,B,R,2
71901,MCO,WA,99337,27,U,F,1,,,L1F,L,C,C,2
71902,L21,OTHER,81506,22,U,F,2,,,L1G,L,C,C,1
71903,IMA,TX,77642,25,U,F,3,,,L3E,L,B,C,2
71904,ARG,OTHER,70817,12,H,M,3,,,L1F,L,B,S,1
71905,NWN,NC,27703,35,H,F,3,,,L2E,L,B,T,1
71906,L01,OTHER,99687,13,U,F,3,,,L1F,L,D,S,1
71907,SYN,MO,64188,40,H,M,2,,Y,L1G,L,B,R,2
71908,MB1,OTHER,37211,18,H,F,2,,,L3E,L,B,S,2
71909,BHG,TX,75766,36,H,M,3,,,L1G,L,D,T,2
71910,AML,OTHER,88005,27,H,M,3,,Y,L1F,L,C,C,2
71911,L01,CA,91606-,40,H,A,3,,Y,L2G,L,A,R,2
71912,AGR,IL,61102,46,U,M,1,,,L3F,L,B,R,2
71913,STK,OTHER,41017,12,H,F,3,12,Y,L1G,L,B,S,1
71914,MAD,OTHER,35216,15,H,F,3,1,,L3D,L,B,S,1
71915,HHL,CA,92399,35,H,M,3,,,L1G,L,A,T,1
71916,STR,OTHER,36701-,36,U,F,1,,,L1G,L,D,T,2
71917,HAN,IL,61068,35,U,F,3,,,L4E,L,D,T,1
71918,LVT,WA,98629,33,U,M,1,,,L1F,L,B,C,3
71919,SYN,CA,92684,17,H,M,2,,Y,L4F,L,A,S,2
71920,AGR,TX,77401,2,H,F,3,,,L1F,L,A,U,1
71921,BHG,TX,76513,42,H,F,3,,,L1F,L,C,R,1
71922,HOS,TX,75205,28,U,F,3,,,L1F,L,A,C,2
71923,MBC,GA,30204,47,U,U,2,,,L3E,L,D,R,2
71924,KEN,OTHER,58104,12,H,M,3,,Y,L1F,L,C,S,1
71925,HCC,CA,94109,22,H,M,3,,,L1G,L,A,C,1
71926,SUN,MI,49431,49,H,M,2,12,,L4E,L,D,R,2
71927,MBC,OTHER,59718,38,U,M,2,,,L1F,L,D,T,2
71928,MCC,GA,30415-,40,U,,3,,,L1G,L,D,R,2
71929,PV3,CA,91741,40,H,F,3,,,L1F,L,A,R,2
71930,AML,OTHER,55110,11,H,M,3,12,,L1F,L,A,S,1
71931,USB,IL,61102,21,H,M,3,,,L1G,L,B,S,3
71932,GRI,OTHER,85032,18,H,F,2,,,L3E,L,A,S,2
71933,CHM,OTHER,37402,26,U,F,3,,,L2E,L,B,C,2
71934,SYN,OTHER,80221,31,H,F,2,,,L2F,L,B,C,3
71935,LAK,WA,98290,40,H,M,3,,,L2F,L,A,T,2
71936,RPC,MI,48165,40,U,M,3,12,,L3F,L,A,T,2
71937,RPH,OTHER,89108,18,H,F,3,,Y,L2F,L,B,S,2
71938,SPG,OTHER,81501,27,H,F,2,,,L1G,L,C,C,2
71939,ESN,OTHER,87114,12,H,M,3,,,L1F,L,B,S,1
71940,DUR,OTHER,97206,18,H,U,1,,,L3F,L,B,S,2
71941,DNA,CA,92661,15,H,U,2,,,L1G,L,A,S,1
71942,AML,CA,90046,1,H,M,3,,,L1F,L,A,U,1
71943,DTM,CA,90707-,8,H,M,3,,,L2F,L,A,U,3
71944,CNT,TX,75146,36,H,F,3,,,L3E,L,A,T,2
71945,LIS,IN,46324,51,U,M,3,,,L3G,L,A,R,3
71946,LKE,OTHER,35207,32,H,F,3,,,L1F,L,B,C,3
71947,NWF,OTHER,55949,45,U,M,2,,,L1E,L,D,R,2
71948,CRG,OTHER,36571-,21,U,F,3,,Y,L3F,L,B,S,3
71949,SYN,FL,32807,30,H,M,3,,,L1G,L,B,C,3
71950,ARG,WA,99223-,12,U,F,2,,Y,L2F,L,B,S,1
71951,SPN,IN,47710,30,H,F,3,,,L2E,L,B,C,3
71952,ASC,MI,49503,10,U,M,3,,,L2E,L,B,U,4
71953,IMP,GA,30434,22,U,M,3,,Y,L1F,L,D,C,1
71954,NEW,OTHER,83712,27,U,F,3,,,L1F,L,C,C,2
71955,AMB,OTHER,97213,8,U,F,2,12,Y,L2E,L,B,U,3
71956,IMP,IL,60148,12,U,F,3,,,L1F,L,A,S,1
71957,DNA,WA,98166,20,H,M,3,,,L3D,L,A,S,2
71958,PV3,OTHER,97456,44,H,F,2,,,L4E,L,C,R,2
71959,ALS,OTHER,80120,31,U,F,3,,,L4D,L,B,C,3
71960,WFD,CA,95401,25,U,F,1,,,L1F,L,A,C,2
71961,FRC,IL,62703,27,H,F,3,,,L4E,L,C,C,2
71962,ASS,TX,77079,14,U,F,3,,Y,L1G,L,A,S,1
71963,NWN,NC,27895,31,U,F,2,,,L1F,L,C,C,3
71964,SPN,OTHER,85364,30,H,M,3,,,L1E,L,C,C,3
71965,,WA,98208,31,U,M,3,12,,L2G,L,A,C,3
71966,MBC,IL,61046,46,U,F,2,,,L1G,L,D,R,2
71967,GUR,OTHER,83805,43,U,M,2,,,L1F,L,D,R,2
71968,RNS,CA,90291,2,H,F,2,,,L1F,L,A,U,1
71969,SSS,IL,62049,45,H,F,3,,Y,L1F,L,D,R,2
71970,AMB,OTHER,85607,40,H,F,2,,,L2F,L,C,T,2
71971,REF,GA,30080,26,U,,3,0,,L1F,L,A,C,2
71972,ASC,IL,60634,40,U,,3,12,,L1E,L,A,R,2
71973,LHJ,OTHER,85046-,18,H,U,2,,,L1E,L,A,S,2
71974,MBC,CA,90031,8,U,F,3,12,,L2F,L,A,U,3
71975,ANT,CA,91602,1,U,F,3,,,L1F,L,A,U,1
71976,STR,TX,77627,27,H,F,3,,,L2E,L,B,C,2
71977,HCC,FL,33157,20,H,F,3,12,,L3F,L,A,S,2
71978,L02,FL,32955,40,U,F,3,12,,L1F,L,B,R,2
71979,BOA,CA,92869,19,U,M,3,,,L1F,L,A,S,2
71980,MBC,OTHER,66617,40,H,F,3,,,L1G,L,C,T,2
71981,SAT,IL,61375,44,U,M,2,,Y,L1F,L,D,R,2
71982,MAD,OTHER,55117,17,U,F,3,,,L4E,L,A,S,2
71983,ESN,OTHER,96816,2,U,,3,,,L1F,L,B,U,1
71984,IMP,CA,95060,13,U,M,3,,,L1F,L,A,S,1
71985,USB,CA,92703,8,H,M,2,,,L1F,L,A,U,3
71986,CNT,FL,32619,43,U,M,3,,,L1G,L,D,R,2
71987,SYN,OTHER,89107,10,U,F,2,,,L4F,L,B,U,4
71988,MCC,TX,75081,18,U,F,3,,,L4D,L,A,S,2
71989,HOS,WA,98356,49,H,M,2,,,L4D,L,C,R,2
71990,IMP,CA,93035,1,U,M,3,,,L3E,L,A,U,1
71991,ARB,IN,46910,43,U,M,3,,,L4D,L,D,R,2
71992,FRC,TX,78155,36,U,M,3,,Y,L3D,L,B,T,2
71993,L04,OTHER,35232,31,U,F,2,,,L2F,L,B,C,3
71994,DCD,CA,90703,2,H,M,3,12,,L2F,L,A,U,1
71995,AML,CA,94043,15,H,F,3,,,L1G,L,A,S,1
71996,GRI,OTHER,57274,45,H,F,2,,,L2E,L,D,R,2
71997,UCA,MI,49617,51,U,M,3,,,L1G,L,D,R,3
71998,AML,WA,98105,13,H,M,2,12,,L1F,L,A,S,1
71999,CHK,WI,53224,18,H,M,3,,Y,L1F,L,B,S,2
72000,MBC,WA,98370,40,H,M,3,,,L1F,L,C,T,2
72001,DNA,CA,90290,14,H,M,2,,,L1G,L,A,S,1
72002,AGR,OTHER,38037,27,U,F,2,,,L3E,L,D,C,2
72003,WRG,OTHER,86520,51,U,F,2,,,L3E,L,C,R,3
72004,FRC,FL,32118,26,H,F,3,,,L3E,L,B,C,2
72005,ASC,OTHER,81506,27,U,M,3,,,L2E,L,C,C,2
72006,NSH,OTHER,29307,40,U,F,3,,,L1F,L,B,T,2
72007,SGI,MO,63650,45,U,M,3,,,L1G,L,D,R,2
72008,NAD,IN,46168,35,H,M,3,,Y,L1F,L,B,T,1
72009,SCP,WI,53149,40,U,F,3,,,L1E,L,B,T,2
72010,KNG,OTHER,70601,32,U,F,3,,,L4D,L,C,C,3
72011,LHJ,IN,46562,49,U,M,2,,,L2E,L,C,R,2
72012,WKB,MO,64850,39,H,F,2,,,L1F,L,C,T,2
72013,AKM,CA,92138,4,H,M,2,,,L1G,L,A,U,2
72014,BHG,NC,28023-,36,U,M,3,,,L3E,L,B,T,2
72015,CRG,NC,28690,36,H,F,2,,Y,L1F,L,B,T,2
72016,L01,NC,28303,27,H,F,3,,,L1F,L,B,C,2
72017,AML,OTHER,29212,12,H,M,3,,,L1F,L,B,S,1
72018,SYN,OTHER,99654,40,H,F,2,,Y,L1G,L,D,T,2
72019,CAW,TX,77429,35,U,F,3,,,L3E,L,A,T,1
