OSOURCE,STATE,ZIP,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2,RFA_2R,GEOCODE2,DOMAIN_A,DOMAIN_B
AMB,CA,91901,38.0,U,F,3.0,,,L2G,L,A,T,2
FRC,OTHER,85712,27.0,H,M,2.0,,,L1F,L,B,C,2
DRK,TX,77642,26.0,H,M,3.0,,Y,L3F,L,B,C,2
ARG,OTHER,38133,12.0,H,M,3.0,,,L1F,L,B,S,1
KNG,WA,99324,42.0,H,F,3.0,,,L3E,L,D,R,1
CWR,OTHER,80155,14.0,U,F,0,,,L1F,L,B,S,1
STV,MO,63017,24.0,H,M,3.0,,,L1F,L,A,C,1
HCK,CA,94133,3.0,U,F,0,,,L1G,L,A,U,1
STR,TX,77356,34.0,U,F,0,12.0,,L4D,L,A,T,1
BHG,OTHER,37043,42.0,H,F,3.0,,,L1E,L,C,R,1
FRC,TX,78575,42.0,U,M,3.0,,,L1F,L,C,R,1
ESN,MI,49617,40.0,H,F,3.0,12.0,,L2F,L,D,R,2
SYN,FL,33056,18.0,H,M,2.0,12.0,,L2F,L,A,S,2
PAR,OTHER,85710,27.0,H,F,2.0,,,L1E,L,B,C,2
COS,IL,60444,40.0,U,F,3.0,,,L3E,L,A,T,2
HHH,GA,30087,35.0,H,M,3.0,,,L3E,L,A,T,1
CNT,OTHER,29316,36.0,H,M,3.0,,,L1F,L,B,T,2
DRK,OTHER,85710,26.0,U,,0,,,L2E,L,B,C,2
BHG,CA,95003,11.0,H,M,1.0,,,L1F,L,A,S,1
DEL,FL,32566-,24.0,H,F,3.0,,,L3E,L,B,C,1
L01,OTHER,86314,36.0,U,F,0,,,L4G,L,C,T,2
AGR,IN,46375,17.0,H,M,2.0,,,L1G,L,A,S,2
SYN,CA,92656,15.0,H,F,3.0,,,L2F,L,A,S,1
L01,FL,33711,8.0,H,F,3.0,,,L1F,L,A,U,3
AIR,OTHER,66614,22.0,H,M,2.0,,,L1F,L,C,C,1
AML,OTHER,83703,12.0,U,M,1.0,,,L2G,L,C,S,1
IMP,CA,92869,13.0,U,M,0,,,L2G,L,A,S,1
DEL,IN,46360,24.0,H,F,3.0,,,L3G,L,C,C,1
HOS,OTHER,35758-,8.0,H,F,2.0,12.0,,L4E,L,B,U,3
SHL,OTHER,29679,40.0,U,M,2.0,,,L1G,L,C,T,2
IMP,WA,98292,23.0,H,F,2.0,,Y,L3G,L,C,C,1
AMB,OTHER,74133,22.0,U,F,3.0,,,L1F,L,B,C,1
DUR,MI,48867,36.0,H,F,3.0,,,L1E,L,C,T,2
CNT,OTHER,58078,38.0,U,F,2.0,,,L4E,L,C,T,2
IMP,OTHER,85254,12.0,U,,0,,,L1F,L,A,S,1
IMP,OTHER,51401,40.0,H,M,3.0,12.0,,L4G,L,D,T,2
ARG,NC,27615,24.0,U,M,0,,,L1G,L,B,C,1
IMP,CA,92008,12.0,H,M,3.0,,,L2F,L,A,S,1
HOS,OTHER,85008,18.0,H,F,2.0,,Y,L2E,L,A,S,2
AGR,GA,30296,27.0,U,F,0,,,L1F,L,A,C,2
HHH,OTHER,29203,32.0,H,F,3.0,,,L3F,L,B,C,3
IWD,OTHER,96719,43.0,U,M,0,,,L1F,L,C,R,2
GRI,NC,28021,36.0,U,M,3.0,,,L2F,L,B,T,2
L01,MO,63137,16.0,H,M,3.0,,Y,L2F,L,A,S,2
NAS,GA,31510,51.0,H,F,2.0,,,L3E,L,D,R,3
DCD,FL,33511,27.0,H,M,3.0,,,L1E,L,A,C,2
MEC,TX,78219,18.0,H,M,2.0,,Y,L1E,L,B,S,2
QUI,OTHER,42351,49.0,H,M,3.0,,,L4D,L,C,R,2
DNA,IL,61107,24.0,H,M,3.0,,,L1F,L,B,C,1
DNA,MI,49636,28.0,H,M,2.0,,,L2F,L,D,C,2
TAS,GA,31791,47.0,U,F,3.0,,,L1F,L,D,R,2
BHG,CA,92653,29.0,U,F,2.0,,,L1F,L,A,C,2
AML,TX,78213,13.0,U,M,2.0,,,L1G,L,B,S,1
L02,TX,76431,49.0,H,M,2.0,,,L2G,L,D,R,2
LHJ,IL,60473,16.0,H,F,2.0,,,L1E,L,A,S,2
DNA,WI,54139,43.0,U,M,3.0,,,L1E,L,D,R,2
MON,OTHER,51501,16.0,H,F,3.0,,Y,L2F,L,B,S,2
ARG,OTHER,68822,45.0,H,M,3.0,,,L1F,L,D,R,2
BHG,OTHER,29577,41.0,U,F,3.0,,,L2F,L,C,T,3
HAM,OTHER,55412,8.0,H,F,3.0,,,L1G,L,A,U,3
ENQ,MI,48315,28.0,U,F,0,,,L1F,L,A,C,2
EAS,FL,33570,48.0,U,F,2.0,,,L1E,L,A,R,2
,FL,33062,7.0,H,M,2.0,12.0,,L1G,L,A,U,2
AMB,NC,28052,27.0,H,F,3.0,,,L1F,L,B,C,2
MBC,OTHER,52245,24.0,H,F,3.0,,,L4F,L,C,C,1
CNT,CA,90603,11.0,U,F,1.0,,,L2E,L,A,S,1
MIC,IL,61443,36.0,H,M,3.0,,,L3E,L,B,T,2
LHJ,CA,95030,13.0,H,F,3.0,,,L1F,L,A,S,1
SYN,NC,27106,25.0,H,F,3.0,,Y,L3E,L,B,C,2
D02,OTHER,71836,51.0,U,F,2.0,,,L1F,L,D,R,3
PCL,OTHER,35758,35.0,U,M,1.0,,,L4G,L,B,T,1
WKB,OTHER,36618,21.0,H,F,3.0,,,L3D,L,B,S,3
SYN,WA,99207,30.0,U,F,2.0,,,L1F,L,B,C,3
ANT,TX,76112,31.0,H,F,3.0,12.0,,L2F,L,A,C,3
PBK,OTHER,38108,21.0,H,F,3.0,,,L2F,L,B,S,3
L04,FL,32211,28.0,U,F,3.0,,,L1F,L,B,C,2
APP,CA,93257,28.0,H,M,3.0,,,L1G,L,B,C,2
HCC,OTHER,55418,12.0,H,F,3.0,,,L3E,L,A,S,1
RMG,IN,46001,36.0,U,F,0,,,L3E,L,C,T,2
PGA,OTHER,35954,43.0,U,M,3.0,,,L4E,L,C,R,2
MCC,WA,98584,36.0,U,M,2.0,,,L3G,L,D,T,2
L04,FL,32204,26.0,H,F,1.0,,,L4D,L,B,C,2
NEW,CA,93312,52.0,H,M,2.0,,,L1F,L,B,R,3
AML,CA,90630,12.0,H,M,3.0,,,L2F,L,A,S,1
FRC,CA,90805,6.0,H,F,3.0,,,L2E,L,A,U,2
HAN,IL,60452,18.0,H,M,1.0,,,L1E,L,A,S,2
BRY,WI,54603,31.0,U,F,1.0,,,L3D,L,C,C,3
ASC,OTHER,56376,51.0,U,M,2.0,,,L1E,L,C,R,3
MM2,MI,48532,40.0,U,M,0,,,L3E,L,B,T,2
USN,IN,47304,22.0,H,M,3.0,,,L1G,L,C,C,1
MBC,OTHER,71019,50.0,U,M,2.0,,,L2F,L,D,R,3
IMP,CA,92313,40.0,H,U,2.0,12.0,,L1E,L,A,R,2
SYN,MI,49665,51.0,H,M,3.0,,,L1F,L,D,R,3
AML,OTHER,89433,21.0,H,M,2.0,,,L1F,L,B,S,3
L21,CA,91750,23.0,H,F,2.0,,,L1F,L,A,C,1
AML,CA,95472,35.0,H,M,3.0,,,L1F,L,A,T,1
OWN,OTHER,55303,44.0,H,F,3.0,,,L1G,L,A,R,2
MBC,OTHER,97230,20.0,U,,0,,,L3E,L,B,S,2
HCC,MI,48183,18.0,U,,0,,,L2E,L,A,S,2
HCC,OTHER,82520,36.0,U,M,0,,,L1F,L,D,T,2
MAT,FL,32084,23.0,U,F,0,,,L2E,L,B,C,1
L04,OTHER,85382,30.0,H,F,3.0,,,L3E,L,A,C,3
FRC,OTHER,42330,51.0,U,M,2.0,,,L1F,L,D,R,3
ARG,IL,60085,17.0,U,F,3.0,,,L4D,L,A,S,2
ARG,MI,49333,44.0,H,M,2.0,,,L2F,L,D,R,2
RPH,MI,48093,18.0,H,F,3.0,,,L4D,L,A,S,2
NEW,MI,48220-,27.0,H,M,2.0,,,L1G,L,A,C,2
WKB,IL,61265,16.0,H,F,2.0,,,L2E,L,B,S,2
GRI,OTHER,41301,51.0,U,F,2.0,,,L2F,L,D,R,3
WKB,WI,53597,35.0,H,F,3.0,,,L2E,L,B,T,1
RPH,OTHER,85733-,13.0,H,M,2.0,,,L3E,L,B,S,1
SYN,OTHER,73045,49.0,U,F,0,,,L2F,L,B,R,2
SYN,OTHER,87110,7.0,H,F,3.0,,,L1F,L,B,U,2
ASC,FL,34996,29.0,H,M,3.0,,Y,L1G,L,B,C,2
DBL,CA,92629,24.0,H,M,2.0,,,L1G,L,A,C,1
L16,OTHER,97002,44.0,H,M,3.0,12.0,Y,L1G,L,B,R,2
ESN,OTHER,99802,40.0,U,F,2.0,,,L1F,L,U,T,2
BHG,FL,32955,20.0,H,F,3.0,,,L1E,L,B,S,2
MCC,OTHER,36863,36.0,H,M,2.0,,,L3E,L,D,T,2
FOR,FL,33014,11.0,U,,0,,,L2E,L,A,S,1
GPS,TX,77514,49.0,H,F,3.0,,,L2F,L,D,R,2
HOS,TX,78413,15.0,H,F,3.0,,Y,L1F,L,B,S,1
SYN,GA,30662,45.0,H,F,3.0,,Y,L2F,L,D,R,2
L01,MO,65742,43.0,U,F,3.0,,,L1F,L,D,R,2
GUR,OTHER,66538-,45.0,U,M,2.0,,,L2F,L,D,R,2
BHG,CA,94116,2.0,H,F,3.0,,,L4E,L,A,U,1
AIR,MI,48170,14.0,H,M,3.0,,Y,L1G,L,A,S,1
AML,CA,94588,27.0,U,M,0,,,L1F,L,A,C,2
TX2,WA,98117,2.0,U,F,3.0,,,L1G,L,A,U,1
AAD,OTHER,51632,49.0,H,M,3.0,,,L4G,L,D,R,2
HCC,GA,30328,13.0,H,M,2.0,,,L3E,L,A,S,1
AGS,OTHER,45123-,36.0,U,M,0,,,L1F,L,D,T,2
MCC,GA,31903,31.0,U,M,3.0,,,L1F,L,B,C,3
MCC,CA,94509-,27.0,H,F,1.0,,,L3E,L,A,C,2
L01,FL,34945,46.0,U,F,1.0,,,L1F,L,B,R,2
HHH,OTHER,57301,36.0,U,F,0,,,L4E,L,D,T,2
L06,FL,34974,48.0,H,M,3.0,,,L3E,L,D,R,2
NSH,NC,27103,22.0,H,M,2.0,,,L1G,L,B,C,1
CRG,OTHER,85602-,18.0,U,F,0,,,L1F,L,C,S,2
SYN,OTHER,29687,22.0,U,M,1.0,,,L3G,L,B,C,1
CNT,IL,62966,41.0,U,F,3.0,,,L1F,L,C,T,3
PBL,TX,79705,24.0,H,F,3.0,,,L2F,L,C,C,1
ASC,MI,49117,45.0,H,F,3.0,,,L1F,L,C,R,2
NWN,OTHER,84120,18.0,H,F,1.0,,,L2F,L,B,S,2
ARE,IL,60045,11.0,U,F,0,,,L3F,L,A,S,1
NWN,CA,94523,13.0,U,F,0,,,L4E,L,A,S,1
HAN,OTHER,97146,46.0,U,F,2.0,,,L1F,L,D,R,2
L04,OTHER,74301,48.0,H,F,3.0,,,L1G,L,D,R,2
IMA,IL,60118,14.0,H,F,2.0,,,L1F,L,A,S,1
STR,OTHER,80211,8.0,H,F,2.0,,,L1F,L,B,U,3
HHH,OTHER,40977,43.0,U,M,2.0,,,L1F,L,D,R,2
IMP,CA,93245,44.0,H,F,1.0,,,L1G,L,C,R,2
LHJ,OTHER,74063,39.0,H,M,2.0,,,L2G,L,B,T,2
AHC,IL,60542,17.0,U,M,3.0,,Y,L2F,L,A,S,2
AMB,NC,28211,22.0,U,F,2.0,,,L2E,L,B,C,1
NEW,NC,28715,43.0,U,M,3.0,,,L1F,L,C,R,2
SYN,TX,78108-,27.0,U,F,3.0,,,L1F,L,B,C,2
IMP,CA,95122,8.0,H,M,1.0,,,L1F,L,A,U,3
L25,FL,34239,24.0,H,F,3.0,,Y,L1F,L,B,C,1
DHR,IL,60651,10.0,U,F,0,,,L2E,L,A,U,4
FOR,CA,90245,11.0,H,M,3.0,,Y,L1F,L,A,S,1
ESN,MO,63119,13.0,U,M,3.0,,,L1G,L,A,S,1
L02,WI,53147,38.0,U,M,3.0,,,L4E,L,C,T,2
HOS,FL,32096,50.0,H,M,3.0,,,L1F,L,D,R,3
CHT,TX,75778,18.0,H,M,3.0,,,L4D,L,C,S,2
LEW,IN,46122,35.0,U,F,3.0,,,L1F,L,B,T,1
BHG,TX,77545,39.0,H,M,2.0,,,L1F,L,A,T,2
IMP,NC,28374,14.0,U,M,1.0,,Y,L1F,L,C,S,1
COY,OTHER,97325,49.0,H,M,2.0,,,L1G,L,B,R,2
AML,OTHER,35064,32.0,H,F,2.0,,,L1F,L,B,C,3
AMB,CA,95337,40.0,H,F,3.0,,,L1E,L,B,R,2
STR,OTHER,97501,31.0,H,F,2.0,,,L2E,L,C,C,3
BOA,TX,79072,36.0,U,M,2.0,,,L3E,L,D,T,2
MBC,TX,75692,47.0,H,M,3.0,,,L3D,L,C,R,2
STR,CA,91776,7.0,H,M,3.0,,Y,L2E,L,A,U,2
MBC,OTHER,29676,24.0,U,F,3.0,,,L1F,L,C,C,1
GDA,GA,31709-,47.0,U,F,0,,,L1F,L,D,R,2
MON,IN,46218,10.0,H,F,3.0,,,L2G,L,B,U,4
LIS,IL,60461,14.0,H,F,3.0,12.0,Y,L1F,L,A,S,1
DNA,WA,98665,18.0,U,M,0,,,L1G,L,B,S,2
L04,CA,94109,1.0,U,F,0,,,L2E,L,A,U,1
TPS,NC,27023,34.0,U,F,3.0,,,L1G,L,B,T,1
CNT,OTHER,73044,44.0,H,M,3.0,,,L4E,L,B,R,2
BRY,FL,32177,36.0,H,F,2.0,,,L2G,L,C,T,2
APP,IL,60438,16.0,H,F,3.0,12.0,,L2F,L,A,S,2
CFI,CA,93263,40.0,H,F,3.0,,,L1F,L,B,T,2
L01,OTHER,85281,31.0,U,F,1.0,,,L2E,L,A,C,3
ALZ,CA,92127,23.0,U,F,2.0,1.0,,L1G,L,A,C,1
NEW,OTHER,80231,15.0,U,F,1.0,,,L1E,L,B,S,1
MBC,OTHER,56273,45.0,U,F,3.0,,,L2E,L,D,R,2
L02,OTHER,39581,43.0,H,F,3.0,,,L1F,L,C,R,2
TRU,OTHER,37919,24.0,H,F,3.0,,,L1F,L,B,C,1
ARG,NC,27713,22.0,U,F,0,,,L4E,L,B,C,1
HAN,TX,75211,2.0,H,F,3.0,,,L1G,L,A,U,1
CNC,OTHER,97424,36.0,U,F,0,,,L1F,L,B,T,2
DCD,OTHER,35243,14.0,H,M,3.0,,,L2G,L,B,S,1
LHJ,CA,91030,3.0,H,M,3.0,12.0,,L1G,L,A,U,1
L02,OTHER,71753,34.0,H,F,3.0,,,L2G,L,D,T,1
L02,WA,98026,14.0,H,F,2.0,,Y,L1F,L,A,S,1
AML,OTHER,87109,15.0,H,F,3.0,,,L1E,L,B,S,1
HCC,CA,90066,2.0,H,F,3.0,,,L1F,L,A,U,1
NAS,OTHER,37748,43.0,H,M,3.0,,,L3E,L,D,R,2
NAS,IL,61753,44.0,U,F,2.0,,,L4D,L,C,R,2
AMB,MO,63117,3.0,U,F,0,,,L4E,L,A,U,1
L01,OTHER,97467,35.0,H,M,3.0,,Y,L1F,L,C,T,1
MBC,OTHER,67701,49.0,H,M,3.0,,,L1F,L,D,R,2
AMB,OTHER,97801,40.0,H,M,3.0,,,L4F,L,C,T,2
MBC,WI,54949,45.0,H,M,2.0,,,L4D,L,D,R,2
PHO,TX,76255,53.0,U,M,3.0,,,L2F,L,D,R,3
ARG,FL,32526-,18.0,H,F,3.0,,,L1G,L,B,S,2
DEL,IL,60443,11.0,U,F,0,,,L1G,L,A,S,1
BHG,WI,53146,18.0,H,M,3.0,,,L1F,L,B,S,2
NAS,NC,27020,51.0,U,F,2.0,,,L2F,L,B,R,3
DNL,IL,60120,30.0,U,M,2.0,,,L3G,L,A,C,3
LIS,OTHER,72714,23.0,U,M,0,12.0,,L1G,L,C,C,1
ORG,OTHER,59923-,30.0,H,F,3.0,,,L2G,L,D,C,3
CRG,TX,75701,23.0,H,F,3.0,,,L2G,L,C,C,1
L04,MI,48103,24.0,U,F,0,,,L1F,L,A,C,1
SYN,OTHER,38506,40.0,H,M,3.0,,,L2F,L,D,R,2
ELL,CA,92065,40.0,H,U,3.0,,,L2F,L,A,T,2
MLF,OTHER,29687,40.0,H,F,2.0,,,L4D,L,B,T,2
WIG,CA,95691,16.0,U,F,0,,,L3E,L,B,S,2
L16,TX,77632,40.0,H,F,2.0,,,L2F,L,B,T,2
ENQ,CA,94618,2.0,H,F,3.0,,,L1F,L,A,U,1
ACP,IL,60018,12.0,H,F,3.0,,,L1F,L,A,S,1
AGR,CA,95008,9.0,U,M,0,,,L1F,L,A,U,3
L02,OTHER,74145,24.0,U,F,0,,Y,L3E,L,B,C,1
HHH,NC,28405,35.0,H,F,3.0,,,L4E,L,C,T,1
SUN,CA,94558,27.0,U,F,0,12.0,,L2F,L,A,C,2
STR,TX,78745,18.0,H,M,3.0,,Y,L2E,L,B,S,2
NAS,MO,63967,51.0,H,F,2.0,,,L1F,L,D,R,3
HOS,NC,28115,40.0,H,F,3.0,,,L4E,L,C,T,2
NAS,OTHER,96750,42.0,U,F,0,,,L1F,L,C,R,1
AMB,OTHER,86426,45.0,U,F,2.0,,,L3E,L,C,R,2
CNT,WA,98003,25.0,U,F,3.0,,,L2E,L,A,C,2
AMB,TX,75159,49.0,H,M,2.0,,,L2G,L,A,R,2
LEE,OTHER,55126,15.0,H,F,1.0,,,L1F,L,A,S,1
AML,CA,92307,35.0,H,M,2.0,,Y,L2G,L,A,T,1
COW,CA,92590,35.0,H,M,1.0,,,L1G,L,A,T,1
MBC,GA,30643-,37.0,U,J,3.0,,,L4E,L,D,T,2
CFI,OTHER,80550-,5.0,U,F,0,,,L4E,L,C,U,2
MBC,MO,63043,15.0,H,F,3.0,,,L1F,L,A,S,1
AMB,CA,92586,29.0,U,M,0,12.0,,L1E,L,A,C,2
WKB,IN,47728,27.0,U,M,3.0,,,L1E,L,B,C,2
DRK,OTHER,85547,48.0,H,F,2.0,,Y,L2E,L,D,R,2
ACT,WI,54166,53.0,U,M,0,,,L1E,L,D,R,3
ADD,MI,48360,40.0,H,M,3.0,,,L1G,L,A,T,2
AMB,CA,92126,28.0,H,M,3.0,,,L3D,L,A,C,2
MBC,OTHER,97242-,46.0,H,M,2.0,,,L1F,L,B,R,2
HAN,OTHER,29405,16.0,U,F,1.0,,,L3G,L,B,S,2
TVG,OTHER,29621,40.0,H,F,3.0,,,L2E,L,C,T,2
TVG,FL,34478,41.0,U,F,0,,,L1G,L,C,T,3
L04,WA,98402,9.0,U,F,2.0,,,L3E,L,A,U,3
APP,TX,76092,18.0,H,F,2.0,,,L3D,L,A,S,2
KEN,CA,92562,35.0,U,F,0,,,L3E,L,A,T,1
L01,CA,92107,1.0,H,M,2.0,12.0,,L2E,L,A,U,1
PV3,CA,91803,6.0,H,M,3.0,,,L1G,L,A,U,2
AGR,IL,60060,11.0,U,,0,,,L2G,L,A,S,1
ARG,GA,30350,14.0,H,F,3.0,,,L1F,L,A,S,1
ARG,WA,99205,16.0,H,M,3.0,,,L3E,L,B,S,2
MBC,IL,60516,24.0,H,F,3.0,,,L1F,L,A,C,1
TRO,FL,33905,36.0,H,F,3.0,,Y,L4D,L,B,T,2
ALZ,OTHER,84084,18.0,H,M,1.0,,,L1G,L,B,S,2
L21,OTHER,51037,51.0,U,M,2.0,,,L1F,L,D,R,3
RMG,OTHER,50841,45.0,U,M,3.0,,,L3E,L,D,R,2
AIR,OTHER,68128,21.0,H,F,2.0,,,L1G,L,B,S,3
HOS,CA,91307,12.0,H,J,3.0,,,L1F,L,A,S,1
SSS,CA,95621,5.0,H,F,2.0,,,L1F,L,B,U,2
USB,FL,33173,12.0,U,F,0,,,L4E,L,A,S,1
OD1,MO,65616-,18.0,H,M,2.0,,,L1G,L,D,S,2
IMP,TX,78606,46.0,U,M,0,,,L1E,L,D,R,2
MBC,OTHER,50310,27.0,H,F,3.0,,,L1G,L,B,C,2
AGS,FL,33012,19.0,H,M,3.0,,,L1F,L,A,S,2
L04,FL,34488,45.0,H,F,3.0,,,L2F,L,C,R,2
IMP,OTHER,84118,21.0,H,F,1.0,,,L3G,L,B,S,3
SYC,MI,48236,23.0,U,M,2.0,,,L1G,L,A,C,1
HCC,OTHER,55407,7.0,H,M,3.0,,,L1F,L,A,U,2
BHG,OTHER,42702,41.0,U,F,2.0,,,L4D,L,C,T,3
MBC,OTHER,74075,35.0,U,F,3.0,,,L2E,L,C,T,1
SGI,CA,95610,7.0,H,F,3.0,,,L1F,L,B,U,2
HHL,TX,77836,53.0,U,M,0,,,L1G,L,D,R,3
IMP,TX,77063,1.0,U,F,0,,,L1E,L,A,U,1
IMP,CA,96001-,14.0,U,F,0,,,L1G,L,C,S,1
D02,NC,27806,50.0,H,M,2.0,,,L3G,L,D,R,3
BHG,WI,53172,16.0,H,F,1.0,,,L2F,L,B,S,2
SMZ,OTHER,80649,53.0,H,M,2.0,,,L1F,L,D,R,3
DON,WA,98037,18.0,H,F,3.0,,,L1F,L,A,S,2
BHG,OTHER,29568,50.0,H,M,3.0,,,L2F,L,C,R,3
ENQ,NC,28152,39.0,H,M,3.0,,Y,L2E,L,C,T,2
BHG,GA,30043,35.0,U,M,0,,,L2F,L,A,T,1
ASC,OTHER,39475,43.0,U,M,2.0,,,L1E,L,D,R,2
ARG,GA,30067-,40.0,U,M,0,,,L2G,L,A,T,2
CHS,CA,91604,3.0,U,M,0,,,L3E,L,A,U,1
AGR,OTHER,37129,49.0,H,J,3.0,,Y,L3G,L,B,R,2
FRC,CA,91740,20.0,H,M,3.0,,,L1E,L,A,S,2
DCD,CA,95695,24.0,H,M,2.0,,,L1F,L,B,C,1
SIG,OTHER,55126,12.0,H,F,3.0,,,L3E,L,A,S,1
L16,IL,61108,34.0,H,F,2.0,,,L1F,L,B,T,1
SSS,CA,93101,17.0,U,F,0,,,L4E,L,B,S,2
FGM,OTHER,37212,11.0,H,F,3.0,,,L1F,L,B,S,1
FIN,OTHER,58801,41.0,H,M,3.0,,,L2E,L,D,T,3
RPH,OTHER,66048,28.0,H,F,3.0,,,L3E,L,B,C,2
L02,TX,78240,15.0,U,F,3.0,,,L1F,L,B,S,1
RMG,WA,98550,38.0,U,F,3.0,,,L1F,L,C,T,2
GUR,OTHER,67110-,40.0,U,F,1.0,,Y,L1F,L,B,T,2
LIS,CA,92804,7.0,H,F,3.0,,,L2E,L,A,U,2
L02,CA,95628,13.0,H,F,3.0,,,L1F,L,B,S,1
ASS,FL,34653,33.0,H,F,3.0,,,L1F,L,A,C,3
ESN,TX,78704,10.0,U,F,0,,,L2F,L,B,U,4
CAW,OTHER,42220-,27.0,H,F,2.0,,,L2F,L,D,C,2
STR,FL,34421,41.0,H,F,2.0,,,L1F,L,C,T,3
NWN,OTHER,80306,31.0,U,,0,,,L2F,L,B,C,3
LIS,FL,34655,28.0,H,M,3.0,0.0,,L2E,L,A,C,2
AML,WA,99301,24.0,H,M,3.0,,,L4D,L,C,C,1
GLP,WA,99109,45.0,U,F,2.0,,,L1F,L,D,R,2
SPN,OTHER,97541,49.0,H,M,2.0,,,L1G,L,C,R,2
MM3,OTHER,68506,24.0,H,F,3.0,,,L3E,L,C,C,1
ARB,FL,32046,21.0,H,M,2.0,,Y,L1G,L,B,S,3
HOS,OTHER,80488,42.0,U,F,0,,,L3E,L,D,R,1
SGI,CA,95614,38.0,U,M,2.0,,,L1G,L,B,T,2
DRK,FL,34668,26.0,H,M,3.0,12.0,Y,L3D,L,A,C,2
CNC,GA,30083,17.0,H,F,3.0,,,L2G,L,A,S,2
SYC,CA,90806,7.0,H,M,3.0,,,L3F,L,A,U,2
AGR,OTHER,72712-,36.0,U,F,0,,,L1F,L,C,T,2
SPN,CA,90815,5.0,H,F,3.0,,,L1F,L,A,U,2
CNT,OTHER,85205,29.0,H,F,3.0,,,L1G,L,A,C,2
APP,CA,92211,40.0,U,F,3.0,12.0,,L3E,L,A,R,2
ASC,MI,48174,21.0,H,F,3.0,,,L3E,L,A,S,3
WKB,OTHER,74033,37.0,U,F,3.0,,,L1E,L,B,T,2
BOA,WI,53235,1.0,U,M,0,,,L3F,L,B,U,1
BHG,MI,49546,13.0,U,F,2.0,,,L1E,L,B,S,1
DBL,FL,32618,49.0,H,M,1.0,,,L1F,L,C,R,2
SYN,CA,95010,11.0,H,F,1.0,,,L2F,L,A,S,1
PV3,FL,33809,36.0,U,M,0,,,L1F,L,B,T,2
LHJ,IN,46816,20.0,U,F,3.0,,,L1G,L,B,S,2
STR,NC,27893,39.0,H,F,3.0,,,L4D,L,C,T,2
PCL,WA,98339,35.0,U,,0,,,L1E,L,D,T,1
DCD,OTHER,97702,40.0,H,F,3.0,,,L1G,L,C,T,2
AMB,OTHER,80526,24.0,U,F,0,,,L3F,L,C,C,1
AML,WI,54470,51.0,U,M,2.0,,,L2E,L,D,R,3
SYN,OTHER,85016,25.0,H,M,3.0,,,L1G,L,A,C,2
MBC,MI,48867,41.0,H,F,3.0,,,L1F,L,C,T,3
NAS,OTHER,38764,50.0,U,F,2.0,,,L1F,L,D,R,3
BHG,CA,93447,38.0,H,F,2.0,,,L1G,L,C,T,2
SPN,OTHER,66040,45.0,U,F,2.0,,,L1G,L,D,R,2
L0C,OTHER,97006,22.0,U,F,0,12.0,,L2F,L,B,C,1
MBC,OTHER,29059,50.0,H,U,2.0,,,L1F,L,C,R,3
ESN,FL,33801,37.0,H,F,3.0,,,L4F,L,B,T,2
BBK,OTHER,84094,18.0,H,F,2.0,,Y,L1F,L,B,S,2
MBC,OTHER,67846,36.0,U,F,3.0,,,L1G,L,D,T,2
MAT,CA,95351,12.0,H,M,3.0,,Y,L2E,L,B,S,1
STR,OTHER,59801,27.0,U,F,0,0.0,,L4F,L,C,C,2
FIN,NC,28630,36.0,H,F,2.0,,,L1F,L,C,T,2
ARG,MI,48045,17.0,U,F,0,,,L2F,L,A,S,2
BHG,IL,60641,5.0,H,F,3.0,,,L4D,L,A,U,2
CFI,FL,33186,14.0,U,F,0,,,L1F,L,A,S,1
MBC,GA,31791-,47.0,U,F,0,,,L2F,L,D,R,2
GRI,IN,46805,31.0,U,F,3.0,,,L2F,L,B,C,3
AML,OTHER,38111,23.0,H,U,3.0,,,L1F,L,B,C,1
MBC,OTHER,68048,36.0,H,M,2.0,,,L2E,L,D,T,2
CRG,NC,27103,34.0,H,F,3.0,,,L1F,L,B,T,1
NWN,IL,60103,15.0,H,F,3.0,,,L3E,L,A,S,1
CWR,MI,49341,21.0,U,U,2.0,,,L3E,L,B,S,3
FGM,TX,79412,43.0,U,F,0,,,L1G,L,C,R,2
RPH,OTHER,35565,51.0,U,F,0,,,L3F,L,D,R,3
HOS,TX,75067,24.0,H,F,3.0,12.0,,L1F,L,A,C,1
RED,FL,33467,12.0,H,F,2.0,,,L1F,L,B,S,1
DCD,OTHER,80525,24.0,H,F,3.0,,,L1G,L,C,C,1
L04,WI,53012,35.0,U,F,3.0,,,L3E,L,B,T,1
IMP,FL,32207,22.0,H,F,1.0,,,L1G,L,B,C,1
L02,OTHER,85737,24.0,U,F,0,,,L3D,L,B,C,1
WKB,CA,95988,45.0,H,F,3.0,,,L4F,L,D,R,2
MBC,OTHER,81302,41.0,H,F,2.0,,,L1F,L,D,T,3
HCC,OTHER,40383,39.0,U,F,3.0,12.0,,L2E,L,B,T,2
SPN,OTHER,97423,45.0,U,F,0,,,L1E,L,C,R,2
WER,OTHER,70782,50.0,U,M,0,,,L1F,L,D,R,3
AMB,OTHER,83639,37.0,U,F,0,,,L2G,L,D,T,2
STR,CA,91765,14.0,H,F,3.0,,,L3G,L,A,S,1
HOS,MO,63084,43.0,U,F,0,,,L1F,L,A,R,2
SMS,OTHER,71744,47.0,U,F,0,,,L1F,L,D,R,2
